Date,Inflation rate,Exchange rate,Interest rate,Immigration,GDP,House price index,Close,Unemployment
2000-10-15,0.305714285714286,0.69,5.96428571428571,8.86415094339623,2.74428571428571,49.1,6404.7001953125,5.21
2000-10-22,0.318571428571429,0.69,5.94642857142857,8.87547169811321,2.81642857142857,49.1,6502.0,5.2
2000-10-29,0.331428571428571,0.69,5.92857142857143,8.88679245283019,2.88857142857143,49.1,6568.7001953125,5.19
2000-11-05,0.344285714285714,0.69,5.91071428571429,8.89811320754717,2.96071428571429,49.1,6749.2001953125,5.18
2000-11-12,0.357142857142857,0.69,5.89285714285714,8.90943396226415,3.03285714285714,49.1,6736.2001953125,5.17
2000-11-19,0.37,0.69,5.875,8.92075471698113,3.105,49.1,6713.60009765625,5.16
2000-11-26,0.382857142857143,0.69,5.85714285714286,8.93207547169811,3.17714285714286,49.1,6561.0,5.15
2000-12-03,0.395714285714286,0.69,5.83928571428571,8.9433962264151,3.24928571428571,49.1,6463.10009765625,5.14
2000-12-10,0.408571428571429,0.69,5.82142857142857,8.95471698113208,3.32142857142857,49.05,6514.89990234375,5.13
2000-12-17,0.421428571428572,0.69,5.80357142857143,8.96603773584906,3.39357142857143,49.0,6431.39990234375,5.12
2000-12-24,0.434285714285714,0.69,5.78571428571429,8.97735849056604,3.46571428571429,48.95,6456.10009765625,5.11
2000-12-31,0.447142857142857,0.69,5.76785714285714,8.98867924528302,3.53785714285714,48.9,6547.5,5.1
2001-01-07,0.46,0.69,5.75,9.0,3.61,48.85,6589.10009765625,5.09
2001-01-14,0.510833333333333,0.690833333333333,5.70833333333333,8.96923076923077,3.4575,48.85,6601.39990234375,5.085
2001-01-21,0.561666666666667,0.691666666666667,5.66666666666667,8.93846153846154,3.305,48.85,6711.89990234375,5.08
2001-01-28,0.6125,0.6925,5.625,8.90769230769231,3.1525,48.85,6716.10009765625,5.075
2001-02-04,0.663333333333333,0.693333333333333,5.58333333333333,8.87692307692308,3.0,48.85,6757.5,5.07
2001-02-11,0.714166666666667,0.694166666666667,5.54166666666667,8.84615384615385,2.8475,48.85,6757.5,5.065
2001-02-18,0.765,0.695,5.5,8.81538461538462,2.695,48.85,6719.2001953125,5.06
2001-02-25,0.815833333333333,0.695833333333333,5.45833333333333,8.78461538461539,2.5425,48.85,6625.60009765625,5.055
2001-03-04,0.866666666666667,0.696666666666667,5.41666666666667,8.75384615384616,2.39,48.85,6583.39990234375,5.05
2001-03-11,0.9175,0.6975,5.375,8.72307692307692,2.2375,49.29,6576.60009765625,5.045
2001-03-18,0.968333333333334,0.698333333333333,5.33333333333333,8.69230769230769,2.085,49.73,6258.2998046875,5.04
2001-03-25,1.01916666666667,0.699166666666667,5.29166666666667,8.66153846153846,1.9325,50.17,5943.7998046875,5.035
2001-04-01,1.07,0.7,5.25,8.63076923076923,1.78,50.61,6094.7001953125,5.03
2001-04-08,1.10384615384615,0.699230769230769,5.21153846153846,8.6,1.80769230769231,50.61,6051.60009765625,5.03538461538462
2001-04-15,1.13769230769231,0.698461538461539,5.17307692307692,8.56923076923077,1.83538461538462,50.61,6148.39990234375,5.04076923076923
2001-04-22,1.17153846153846,0.697692307692308,5.13461538461539,8.53846153846154,1.86307692307692,50.61,6312.7998046875,5.04615384615385
2001-04-29,1.20538461538462,0.696923076923077,5.09615384615385,8.50769230769231,1.89076923076923,50.61,6342.10009765625,5.05153846153846
2001-05-06,1.23923076923077,0.696153846153846,5.05769230769231,8.47692307692308,1.91846153846154,50.61,6445.60009765625,5.05692307692308
2001-05-13,1.27307692307692,0.695384615384615,5.01923076923077,8.44615384615385,1.94615384615385,50.61,6504.89990234375,5.06230769230769
2001-05-20,1.30692307692308,0.694615384615385,4.98076923076923,8.41538461538462,1.97384615384615,50.61,6582.7001953125,5.06769230769231
2001-05-27,1.34076923076923,0.693846153846154,4.94230769230769,8.38461538461539,2.00153846153846,50.61,6612.0,5.07307692307692
2001-06-03,1.37461538461538,0.693076923076923,4.90384615384615,8.35384615384615,2.02923076923077,50.61,6599.5,5.07846153846154
2001-06-10,1.40846153846154,0.692307692307692,4.86538461538462,8.32307692307692,2.05692307692308,51.065,6678.5,5.08384615384615
2001-06-17,1.44230769230769,0.691538461538461,4.82692307692308,8.29230769230769,2.08461538461538,51.52,6382.2001953125,5.08923076923077
2001-06-24,1.47615384615385,0.690769230769231,4.78846153846154,8.26153846153846,2.11230769230769,51.975,6340.5,5.09461538461538
2001-07-01,1.51,0.69,4.75,8.23076923076923,2.14,52.43,6298.89990234375,5.1
2001-07-08,1.49071428571429,0.69,4.69642857142857,8.2,2.08071428571429,52.43,6138.2001953125,5.10571428571429
2001-07-15,1.47142857142857,0.69,4.64285714285714,8.16923076923077,2.02142857142857,52.43,6163.7998046875,5.11142857142857
2001-07-22,1.45214285714286,0.69,4.58928571428571,8.13846153846154,1.96214285714286,52.43,6085.10009765625,5.11714285714286
2001-07-29,1.43285714285714,0.69,4.53571428571429,8.10769230769231,1.90285714285714,52.43,5973.39990234375,5.12285714285714
2001-08-05,1.41357142857143,0.69,4.48214285714286,8.07692307692308,1.84357142857143,52.43,6198.7001953125,5.12857142857143
2001-08-12,1.39428571428571,0.69,4.42857142857143,8.04615384615385,1.78428571428571,52.43,6092.0,5.13428571428571
2001-08-19,1.375,0.69,4.375,8.01538461538462,1.725,52.43,6133.2001953125,5.14
2001-08-26,1.35571428571429,0.69,4.32142857142857,7.98461538461539,1.66571428571429,52.43,6178.7998046875,5.14571428571429
2001-09-02,1.33642857142857,0.69,4.26785714285714,7.95384615384615,1.60642857142857,52.43,6116.2998046875,5.15142857142857
2001-09-09,1.31714285714286,0.69,4.21428571428571,7.92307692307692,1.54714285714286,52.22,5860.7001953125,5.15714285714286
2001-09-16,1.29785714285714,0.69,4.16071428571429,7.89230769230769,1.48785714285714,52.01,5457.0,5.16285714285714
2001-09-23,1.27857142857143,0.69,4.10714285714286,7.86153846153846,1.42857142857143,51.8,4799.89990234375,5.16857142857143
2001-09-30,1.25928571428571,0.69,4.05357142857143,7.83076923076923,1.36928571428571,51.59,5118.60009765625,5.17428571428571
2001-10-07,1.24,0.69,4.0,7.8,1.31,51.38,5235.7001953125,5.18
2001-10-14,1.26538461538462,0.690769230769231,4.0,7.76923076923077,1.29,51.38,5450.89990234375,5.17923076923077
2001-10-21,1.29076923076923,0.691538461538461,4.0,7.738461538461539,1.27,51.38,5391.89990234375,5.17846153846154
2001-10-28,1.31615384615385,0.692307692307692,4.0,7.70769230769231,1.25,51.38,5475.2001953125,5.17769230769231
2001-11-04,1.34153846153846,0.693076923076923,4.0,7.67692307692308,1.23,51.38,5392.39990234375,5.17692307692308
2001-11-11,1.36692307692308,0.693846153846154,4.0,7.646153846153849,1.21,51.38,5691.89990234375,5.17615384615385
2001-11-18,1.39230769230769,0.694615384615385,4.0,7.61538461538462,1.19,51.38,5923.7998046875,5.17538461538462
2001-11-25,1.41769230769231,0.695384615384615,4.0,7.58461538461538,1.17,51.38,5922.2998046875,5.17461538461538
2001-12-02,1.44307692307692,0.696153846153846,4.0,7.55384615384615,1.15,51.38,5849.5,5.17384615384615
2001-12-09,1.46846153846154,0.696923076923077,4.0,7.52307692307692,1.13,51.344,6059.89990234375,5.17307692307692
2001-12-16,1.49384615384615,0.697692307692308,4.0,7.49230769230769,1.11,51.308,5806.2998046875,5.17230769230769
2001-12-23,1.51923076923077,0.698461538461539,4.0,7.46153846153846,1.09,51.272,5826.39990234375,5.17153846153846
2001-12-30,1.54461538461538,0.699230769230769,4.0,7.43076923076923,1.07,51.236,5913.7001953125,5.17076923076923
2002-01-06,1.57,0.7,4.0,7.4,1.05,51.2,6140.2998046875,5.17
2002-01-13,1.55384615384615,0.698461538461539,4.0,7.43269230769231,1.12076923076923,51.665,6060.7001953125,5.1692307692307695
2002-01-20,1.53769230769231,0.696923076923077,4.0,7.465384615384621,1.19153846153846,52.13,5947.7001953125,5.16846153846154
2002-01-27,1.52153846153846,0.695384615384615,4.0,7.49807692307692,1.26230769230769,52.595,5899.60009765625,5.16769230769231
2002-02-03,1.50538461538462,0.693846153846154,4.0,7.53076923076923,1.33307692307692,53.06,5854.7998046875,5.16692307692308
2002-02-10,1.48923076923077,0.692307692307692,4.0,7.56346153846154,1.40384615384615,53.525,5790.7998046875,5.16615384615385
2002-02-17,1.47307692307692,0.690769230769231,4.0,7.59615384615385,1.47461538461538,53.99,5832.5,5.16538461538462
2002-02-24,1.45692307692308,0.689230769230769,4.0,7.62884615384615,1.54538461538462,54.455,5687.60009765625,5.16461538461538
2002-03-03,1.44076923076923,0.687692307692308,4.0,7.66153846153846,1.61615384615385,54.92,5870.39990234375,5.16384615384615
2002-03-10,1.42461538461538,0.686153846153846,4.0,7.69423076923077,1.68692307692308,55.068,6102.2998046875,5.16307692307692
2002-03-17,1.40846153846154,0.684615384615385,4.0,7.72692307692308,1.75769230769231,55.216,6068.10009765625,5.16230769230769
2002-03-24,1.39230769230769,0.683076923076923,4.0,7.75961538461539,1.82846153846154,55.364,6130.7001953125,5.16153846153846
2002-03-31,1.37615384615385,0.681538461538462,4.0,7.79230769230769,1.89923076923077,55.512,6175.5,5.1607692307692306
2002-04-07,1.36,0.68,4.0,7.825,1.97,55.66,6185.2998046875,5.16
2002-04-14,1.35769230769231,0.677692307692308,4.0,7.85769230769231,2.02769230769231,56.0175,6140.5,5.17153846153846
2002-04-21,1.35538461538462,0.675384615384616,4.0,7.89038461538462,2.08538461538462,56.375,6183.10009765625,5.18307692307692
2002-04-28,1.35307692307692,0.673076923076923,4.0,7.92307692307692,2.14307692307692,56.7325,6113.89990234375,5.19461538461539
2002-05-05,1.35076923076923,0.670769230769231,4.0,7.95576923076923,2.20076923076923,57.09,6170.2001953125,5.20615384615385
2002-05-12,1.34846153846154,0.668461538461539,4.0,7.988461538461539,2.25846153846154,57.675,6159.7998046875,5.21769230769231
2002-05-19,1.34615384615385,0.666153846153846,4.0,8.02115384615385,2.31615384615385,58.26,6171.7998046875,5.22923076923077
2002-05-26,1.34384615384615,0.663846153846154,4.0,8.05384615384615,2.37384615384615,58.845,6110.10009765625,5.24076923076923
2002-06-02,1.34153846153846,0.661538461538462,4.0,8.08653846153846,2.43153846153846,59.43,6049.0,5.25230769230769
2002-06-09,1.33923076923077,0.659230769230769,4.0,8.11923076923077,2.48923076923077,59.524,5962.39990234375,5.26384615384615
2002-06-16,1.33692307692308,0.656923076923077,4.0,8.15192307692308,2.54692307692308,59.618,5689.7998046875,5.27538461538462
2002-06-23,1.33461538461538,0.654615384615385,4.0,8.18461538461538,2.60461538461538,59.712,5555.10009765625,5.28692307692308
2002-06-30,1.33230769230769,0.652307692307692,4.0,8.21730769230769,2.66230769230769,59.806,5496.60009765625,5.29846153846154
2002-07-07,1.33,0.65,4.0,8.25,2.72,59.9,5387.7998046875,5.31
2002-07-14,1.35692307692308,0.649230769230769,4.0,8.28269230769231,2.75307692307692,60.2325,5066.60009765625,5.29538461538462
2002-07-21,1.38384615384615,0.648461538461539,4.0,8.31538461538462,2.78615384615385,60.565,4869.0,5.28076923076923
2002-07-28,1.41076923076923,0.647692307692308,4.0,8.34807692307692,2.81923076923077,60.8975,4627.7001953125,5.26615384615385
2002-08-04,1.43769230769231,0.646923076923077,4.0,8.38076923076923,2.85230769230769,61.23,4679.2998046875,5.25153846153846
2002-08-11,1.46461538461538,0.646153846153846,4.0,8.41346153846154,2.88538461538462,61.6025,4722.89990234375,5.23692307692308
2002-08-18,1.49153846153846,0.645384615384615,4.0,8.44615384615385,2.91846153846154,61.975,4809.10009765625,5.22230769230769
2002-08-25,1.51846153846154,0.644615384615385,4.0,8.47884615384615,2.95153846153846,62.3475,4977.39990234375,5.20769230769231
2002-09-01,1.54538461538462,0.643846153846154,4.0,8.51153846153846,2.98461538461538,62.72,4858.7998046875,5.19307692307692
2002-09-08,1.57230769230769,0.643076923076923,4.0,8.54423076923077,3.01769230769231,62.814,4713.60009765625,5.17846153846154
2002-09-15,1.59923076923077,0.642307692307692,4.0,8.57692307692308,3.05076923076923,62.908,4670.0,5.16384615384615
2002-09-22,1.62615384615385,0.641538461538462,4.0,8.60961538461539,3.08384615384615,63.002,4480.39990234375,5.14923076923077
2002-09-29,1.65307692307692,0.640769230769231,4.0,8.64230769230769,3.11692307692308,63.096,4409.7998046875,5.13461538461539
2002-10-06,1.68,0.64,4.0,8.675,3.15,63.19,4183.39990234375,5.12
2002-10-13,1.66923076923077,0.638461538461539,3.98076923076923,8.70769230769231,3.13384615384615,63.35,4188.89990234375,5.12384615384615
2002-10-20,1.65846153846154,0.636923076923077,3.96153846153846,8.74038461538462,3.11769230769231,63.51,4371.60009765625,5.12769230769231
2002-10-27,1.64769230769231,0.635384615384615,3.9423076923076894,8.77307692307692,3.10153846153846,63.67,4392.39990234375,5.13153846153846
2002-11-03,1.63692307692308,0.633846153846154,3.92307692307692,8.80576923076923,3.08538461538462,63.83,4413.7001953125,5.13538461538462
2002-11-10,1.62615384615385,0.632307692307692,3.90384615384615,8.83846153846154,3.06923076923077,64.36,4490.7001953125,5.13923076923077
2002-11-17,1.61538461538462,0.630769230769231,3.88461538461538,8.87115384615385,3.05307692307692,64.89,4449.2998046875,5.14307692307692
2002-11-24,1.60461538461538,0.629230769230769,3.86538461538462,8.90384615384615,3.03692307692308,65.42,4525.60009765625,5.14692307692308
2002-12-01,1.59384615384615,0.627692307692308,3.84615384615385,8.93653846153846,3.02076923076923,65.95,4558.2001953125,5.15076923076923
2002-12-08,1.58307692307692,0.626153846153846,3.82692307692308,8.96923076923077,3.00461538461538,65.854,4445.7998046875,5.15461538461539
2002-12-15,1.57230769230769,0.624615384615385,3.8076923076923106,9.00192307692308,2.98846153846154,65.758,4296.5,5.15846153846154
2002-12-22,1.56153846153846,0.623076923076923,3.78846153846154,9.03461538461538,2.97230769230769,65.662,4270.5,5.16230769230769
2002-12-29,1.55076923076923,0.621538461538462,3.76923076923077,9.06730769230769,2.95615384615385,65.566,4277.5,5.16615384615385
2003-01-05,1.54,0.62,3.75,9.1,2.94,65.47,4377.10009765625,5.17
2003-01-12,1.52230769230769,0.62,3.75,9.06730769230769,3.00384615384615,65.2975,4380.2998046875,5.15230769230769
2003-01-19,1.50461538461538,0.62,3.75,9.03461538461538,3.06769230769231,65.125,4321.7001953125,5.13461538461539
2003-01-26,1.48692307692308,0.62,3.75,9.00192307692308,3.13153846153846,64.9525,4221.5,5.11692307692308
2003-02-02,1.46923076923077,0.62,3.75,8.96923076923077,3.19538461538462,64.78,4016.39990234375,5.09923076923077
2003-02-09,1.45153846153846,0.62,3.75,8.93653846153846,3.25923076923077,65.125,4062.0,5.08153846153846
2003-02-16,1.43384615384615,0.62,3.75,8.90384615384615,3.32307692307692,65.47,4023.89990234375,5.06384615384615
2003-02-23,1.41615384615385,0.62,3.75,8.87115384615385,3.38692307692308,65.815,4066.5,5.04615384615385
2003-03-02,1.39846153846154,0.62,3.75,8.83846153846154,3.45076923076923,66.16,4037.60009765625,5.02846153846154
2003-03-09,1.38076923076923,0.62,3.75,8.80576923076923,3.51461538461539,66.48,3924.39990234375,5.01076923076923
2003-03-16,1.36307692307692,0.62,3.75,8.77307692307692,3.57846153846154,66.8,3890.30004882813,4.99307692307692
2003-03-23,1.34538461538462,0.62,3.75,8.74038461538462,3.6423076923076896,67.12,4095.60009765625,4.97538461538462
2003-03-30,1.32769230769231,0.62,3.75,8.70769230769231,3.70615384615385,67.44,4016.30004882813,4.95769230769231
2003-04-06,1.31,0.62,3.75,8.675,3.77,67.76,4060.80004882813,4.94
2003-04-13,1.30307692307692,0.62,3.73076923076923,8.64230769230769,3.7576923076923103,67.64,4154.10009765625,4.94846153846154
2003-04-20,1.29615384615385,0.62,3.71153846153846,8.60961538461539,3.74538461538462,67.52,4260.5,4.95692307692308
2003-04-27,1.28923076923077,0.62,3.6923076923076894,8.57692307692308,3.73307692307692,67.4,4298.2001953125,4.96538461538462
2003-05-04,1.28230769230769,0.62,3.67307692307692,8.54423076923077,3.7207692307692306,67.28,4416.89990234375,4.97384615384615
2003-05-11,1.27538461538462,0.62,3.65384615384615,8.51153846153846,3.70846153846154,67.32,4523.89990234375,4.98230769230769
2003-05-18,1.26846153846154,0.62,3.63461538461538,8.47884615384615,3.69615384615385,67.36,4749.89990234375,4.99076923076923
2003-05-25,1.26153846153846,0.62,3.61538461538462,8.44615384615385,3.68384615384615,67.4,4678.89990234375,4.99923076923077
2003-06-01,1.25461538461538,0.62,3.59615384615385,8.41346153846154,3.67153846153846,67.44,4815.60009765625,5.00769230769231
2003-06-08,1.24769230769231,0.62,3.57692307692308,8.38076923076923,3.6592307692307697,67.672,5050.60009765625,5.01615384615385
2003-06-15,1.24076923076923,0.62,3.55769230769231,8.34807692307692,3.64692307692308,67.904,5038.2001953125,5.02461538461539
2003-06-22,1.23384615384615,0.62,3.53846153846154,8.31538461538462,3.63461538461538,68.136,5043.2998046875,5.03307692307692
2003-06-29,1.22692307692308,0.62,3.51923076923077,8.28269230769231,3.6223076923076896,68.368,4958.7001953125,5.04153846153846
2003-07-06,1.22,0.62,3.5,8.25,3.61,68.6,4987.2001953125,5.05
2003-07-13,1.20846153846154,0.617692307692308,3.51923076923077,8.21730769230769,3.57769230769231,68.9075,5116.2001953125,5.03846153846154
2003-07-20,1.19692307692308,0.615384615384615,3.53846153846154,8.18461538461538,3.54538461538462,69.215,5175.7001953125,5.02692307692308
2003-07-27,1.18538461538462,0.613076923076923,3.55769230769231,8.15192307692308,3.51307692307692,69.5225,5230.2998046875,5.01538461538462
2003-08-03,1.17384615384615,0.610769230769231,3.57692307692308,8.11923076923077,3.48076923076923,69.83,5345.10009765625,5.00384615384615
2003-08-10,1.16230769230769,0.608461538461539,3.59615384615385,8.08653846153846,3.44846153846154,69.786,5320.7998046875,4.99230769230769
2003-08-17,1.15076923076923,0.606153846153846,3.61538461538462,8.05384615384615,3.41615384615385,69.742,5513.5,4.98076923076923
2003-08-24,1.13923076923077,0.603846153846154,3.63461538461538,8.02115384615385,3.38384615384615,69.698,5597.7998046875,4.96923076923077
2003-08-31,1.12769230769231,0.601538461538462,3.65384615384615,7.988461538461539,3.35153846153846,69.654,5593.2001953125,4.95769230769231
2003-09-07,1.11615384615385,0.599230769230769,3.67307692307692,7.95576923076923,3.31923076923077,69.61,5713.0,4.94615384615385
2003-09-14,1.10461538461538,0.596923076923077,3.6923076923076894,7.92307692307692,3.28692307692308,69.915,5625.2998046875,4.93461538461539
2003-09-21,1.09307692307692,0.594615384615385,3.71153846153846,7.89038461538462,3.25461538461538,70.22,5718.2998046875,4.92307692307692
2003-09-28,1.08153846153846,0.592307692307692,3.73076923076923,7.85769230769231,3.22230769230769,70.525,5497.7001953125,4.91153846153846
2003-10-05,1.07,0.59,3.75,7.825,3.19,70.83,5592.5,4.9
2003-10-12,1.07,0.586153846153846,3.76923076923077,7.79230769230769,3.06230769230769,70.6325,5755.5,4.89230769230769
2003-10-19,1.07,0.582307692307692,3.78846153846154,7.75961538461539,2.93461538461538,70.435,5831.60009765625,4.88461538461539
2003-10-26,1.07,0.578461538461539,3.8076923076923106,7.72692307692308,2.80692307692308,70.2375,5634.10009765625,4.87692307692308
2003-11-02,1.07,0.574615384615385,3.82692307692308,7.69423076923077,2.67923076923077,70.04,5724.39990234375,4.86923076923077
2003-11-09,1.07,0.570769230769231,3.84615384615385,7.66153846153846,2.55153846153846,70.316,5830.2001953125,4.86153846153846
2003-11-16,1.07,0.566923076923077,3.86538461538462,7.62884615384615,2.42384615384615,70.592,5779.39990234375,4.85384615384615
2003-11-23,1.07,0.563076923076923,3.88461538461538,7.59615384615385,2.29615384615385,70.868,5632.0,4.84615384615385
2003-11-30,1.07,0.559230769230769,3.90384615384615,7.56346153846154,2.16846153846154,71.144,5712.60009765625,4.83846153846154
2003-12-07,1.07,0.555384615384615,3.92307692307692,7.53076923076923,2.04076923076923,71.42,5780.10009765625,4.8307692307692305
2003-12-14,1.07,0.551538461538462,3.9423076923076894,7.49807692307692,1.91307692307692,71.525,5692.10009765625,4.82307692307692
2003-12-21,1.07,0.547692307692308,3.96153846153846,7.465384615384621,1.78538461538462,71.63,5714.0,4.81538461538462
2003-12-28,1.07,0.543846153846154,3.98076923076923,7.43269230769231,1.65769230769231,71.735,5753.89990234375,4.80769230769231
2004-01-04,1.07,0.54,4.0,7.4,1.53,71.84,5834.10009765625,4.8
2004-01-11,1.07615384615385,0.540769230769231,4.03846153846154,7.42884615384615,1.59307692307692,71.6675,5933.7998046875,4.8
2004-01-18,1.08230769230769,0.541538461538462,4.07692307692308,7.45769230769231,1.65615384615385,71.495,6108.10009765625,4.8
2004-01-25,1.08846153846154,0.542307692307692,4.11538461538462,7.48653846153846,1.71923076923077,71.3225,6045.39990234375,4.8
2004-02-01,1.09461538461538,0.543076923076923,4.15384615384615,7.51538461538462,1.78230769230769,71.15,6023.89990234375,4.8
2004-02-08,1.10076923076923,0.543846153846154,4.19230769230769,7.5442307692307695,1.84538461538462,71.182,6094.39990234375,4.8
2004-02-15,1.10692307692308,0.544615384615385,4.23076923076923,7.57307692307692,1.90846153846154,71.214,6197.0,4.8
2004-02-22,1.11307692307692,0.545384615384616,4.26923076923077,7.60192307692308,1.97153846153846,71.246,6307.7998046875,4.8
2004-02-29,1.11923076923077,0.546153846153846,4.30769230769231,7.63076923076923,2.03461538461538,71.278,6269.89990234375,4.8
2004-03-07,1.12538461538462,0.546923076923077,4.34615384615385,7.65961538461539,2.09769230769231,71.31,6357.2998046875,4.8
2004-03-14,1.13153846153846,0.547692307692308,4.38461538461539,7.68846153846154,2.16076923076923,72.12,6257.7998046875,4.8
2004-03-21,1.13769230769231,0.548461538461539,4.42307692307692,7.71730769230769,2.22384615384615,72.93,6240.2001953125,4.8
2004-03-28,1.14384615384615,0.549230769230769,4.46153846153846,7.74615384615385,2.28692307692308,73.74,6203.39990234375,4.8
2004-04-04,1.15,0.55,4.5,7.775,2.35,74.55,6332.2001953125,4.8
2004-04-11,1.13692307692308,0.55,4.51923076923077,7.80384615384615,2.28923076923077,74.775,6341.2001953125,4.7907692307692304
2004-04-18,1.12384615384615,0.55,4.53846153846154,7.83269230769231,2.22846153846154,75.0,6258.39990234375,4.78153846153846
2004-04-25,1.11076923076923,0.55,4.55769230769231,7.86153846153846,2.16769230769231,75.225,6366.7001953125,4.77230769230769
2004-05-02,1.09769230769231,0.55,4.57692307692308,7.89038461538462,2.10692307692308,75.45,6210.7001953125,4.76307692307692
2004-05-09,1.08461538461538,0.55,4.59615384615385,7.9192307692307695,2.04615384615385,75.716,6113.5,4.75384615384615
2004-05-16,1.07153846153846,0.55,4.61538461538462,7.94807692307692,1.98538461538462,75.982,5981.2001953125,4.74461538461538
2004-05-23,1.05846153846154,0.55,4.63461538461539,7.97692307692308,1.92461538461538,76.248,5994.0,4.73538461538462
